gender,age_group,run,patients,patients_with_ddi
Female,90,57,151966,13602
Female,90,58,151966,14937
Female,90,59,151966,22562
Female,90,60,151966,31866
Female,90,61,151966,34687
Female,90,62,151966,13442
Female,90,63,151966,26654
Female,90,64,151966,18685
Female,90,65,151966,9595
Female,90,66,151966,10498
Female,90,67,151966,18489
Female,90,68,151966,32425
Female,90,69,151966,43016
Female,90,70,151966,16772
Female,90,71,151966,22005
Female,90,72,151966,32314
Female,90,73,151966,21274
Female,90,74,151966,18091
Female,90,75,151966,32786
Female,90,76,151966,22230
Female,90,77,151966,30725
Female,90,78,151966,20795
Female,90,79,151966,9507
Female,90,80,151966,10252
Female,90,81,151966,33520
Female,90,82,151966,37060
Female,90,83,151966,33942
Female,90,84,151966,35738
Female,90,85,151966,71998
Female,90,86,151966,21063
Female,90,87,151966,28957
Female,90,88,151966,32114
Female,90,89,151966,17442
Female,90,90,151966,24008
Female,90,91,151966,13866
Female,90,92,151966,52526
Female,90,93,151966,35698
Female,90,94,151966,27969
Female,90,95,151966,38954
Female,90,96,151966,21260
Female,90,97,151966,28904
Female,90,98,151966,29684
Female,90,99,151966,16155
Female,90,100,151966,17751
Male,00-04,1,77164,1509
Male,00-04,2,77164,24337
Male,00-04,3,77164,153
Male,00-04,4,77164,4592
Male,00-04,5,77164,44
Male,00-04,6,77164,2824
Male,00-04,7,77164,5737
Male,00-04,8,77164,52
Male,00-04,9,77164,164
Male,00-04,10,77164,1205
Male,00-04,11,77164,149
Male,00-04,12,77164,485
Male,00-04,13,77164,263
Male,00-04,14,77164,715
Male,00-04,15,77164,3427
Male,00-04,16,77164,941
Male,00-04,17,77164,45
Male,00-04,18,77164,1034
Male,00-04,19,77164,1297
Male,00-04,20,77164,108
Male,00-04,21,77164,2094
Male,00-04,22,77164,429
Male,00-04,23,77164,3590
Male,00-04,24,77164,995
Male,00-04,25,77164,2202
Male,00-04,26,77164,1106
Male,00-04,27,77164,661
Male,00-04,28,77164,804
Male,00-04,29,77164,7712
Male,00-04,30,77164,1508
Male,00-04,31,77164,357
Male,00-04,32,77164,305
Male,00-04,33,77164,1456
Male,00-04,34,77164,123
Male,00-04,35,77164,56
Male,00-04,36,77164,1205
Male,00-04,37,77164,2154
Male,00-04,38,77164,119
Male,00-04,39,77164,224
Male,00-04,40,77164,5747
Male,00-04,41,77164,2161
Male,00-04,42,77164,1302
Male,00-04,43,77164,258
Male,00-04,44,77164,82
Male,00-04,45,77164,330
Male,00-04,46,77164,3787
Male,00-04,47,77164,580
Male,00-04,48,77164,103
Male,00-04,49,77164,1041
Male,00-04,50,77164,84
Male,00-04,51,77164,918
Male,00-04,52,77164,145
Male,00-04,53,77164,1838
Male,00-04,54,77164,252
Male,00-04,55,77164,445
Male,00-04,56,77164,108
Male,00-04,57,77164,412
Male,00-04,58,77164,858
Male,00-04,59,77164,91
Male,00-04,60,77164,208
Male,00-04,61,77164,722
Male,00-04,62,77164,2768
Male,00-04,63,77164,170
Male,00-04,64,77164,4155
Male,00-04,65,77164,6209
Male,00-04,66,77164,2476
Male,00-04,67,77164,1272
Male,00-04,68,77164,4735
Male,00-04,69,77164,169
Male,00-04,70,77164,530
Male,00-04,71,77164,1403
Male,00-04,72,77164,131
Male,00-04,73,77164,8195
Male,00-04,74,77164,1427
Male,00-04,75,77164,278
Male,00-04,76,77164,361
Male,00-04,77,77164,493
Male,00-04,78,77164,574
Male,00-04,79,77164,1299
Male,00-04,80,77164,907
Male,00-04,81,77164,106
Male,00-04,82,77164,5486
Male,00-04,83,77164,6152
Male,00-04,84,77164,65
Male,00-04,85,77164,16458
Male,00-04,86,77164,331
Male,00-04,87,77164,688
Male,00-04,88,77164,2004
Male,00-04,89,77164,1091
Male,00-04,90,77164,689
Male,00-04,91,77164,4200
Male,00-04,92,77164,1795
Male,00-04,93,77164,374
Male,00-04,94,77164,92
Male,00-04,95,77164,4740
Male,00-04,96,77164,207
Male,00-04,97,77164,666
Male,00-04,98,77164,156
Male,00-04,99,77164,101
Male,00-04,100,77164,392
Male,10-14,1,262397,2020
Male,10-14,2,262397,71155
Male,10-14,3,262397,415
Male,10-14,4,262397,5969
Male,10-14,5,262397,328
Male,10-14,6,262397,4958
Male,10-14,7,262397,7958
Male,10-14,8,262397,378
Male,10-14,9,262397,1379
Male,10-14,10,262397,1926
Male,10-14,11,262397,535
Male,10-14,12,262397,2498
Male,10-14,13,262397,810
Male,10-14,14,262397,3955
Male,10-14,15,262397,9303
Male,10-14,16,262397,1321
Male,10-14,17,262397,183
Male,10-14,18,262397,1474
Male,10-14,19,262397,1895
Male,10-14,20,262397,311
Male,10-14,21,262397,1995
Male,10-14,22,262397,1798
Male,10-14,23,262397,13048
Male,10-14,24,262397,1515
Male,10-14,25,262397,8766
Male,10-14,26,262397,3479
Male,10-14,27,262397,1783
Male,10-14,28,262397,1302
Male,10-14,29,262397,17718
Male,10-14,30,262397,909
Male,10-14,31,262397,3115
Male,10-14,32,262397,691
Male,10-14,33,262397,3722
Male,10-14,34,262397,284
Male,10-14,35,262397,1076
Male,10-14,36,262397,1568
Male,10-14,37,262397,4062
Male,10-14,38,262397,434
Male,10-14,39,262397,965
Male,10-14,40,262397,12361
Male,10-14,41,262397,2013
Male,10-14,42,262397,2745
Male,10-14,43,262397,5989
Male,10-14,44,262397,285
Male,10-14,45,262397,960
Male,10-14,46,262397,4402
Male,10-14,47,262397,1569
Male,10-14,48,262397,4024
Male,10-14,49,262397,12610
Male,10-14,50,262397,995
Male,10-14,51,262397,3546
Male,10-14,52,262397,397
Male,10-14,53,262397,1827
Male,10-14,54,262397,746
Male,10-14,55,262397,1125
Male,10-14,56,262397,557
Male,10-14,57,262397,2785
Male,10-14,58,262397,5612
Male,10-14,59,262397,1518
Male,10-14,60,262397,1090
Male,10-14,61,262397,3538
Male,10-14,62,262397,4800
Male,10-14,63,262397,610
Male,10-14,64,262397,8360
Male,10-14,65,262397,5981
Male,10-14,66,262397,1193
Male,10-14,67,262397,7297
Male,10-14,68,262397,18821
Male,10-14,69,262397,1006
Male,10-14,70,262397,898
Male,10-14,71,262397,3263
Male,10-14,72,262397,673
Male,10-14,73,262397,9630
Male,10-14,74,262397,7173
Male,10-14,75,262397,2590
Male,10-14,76,262397,604
Male,10-14,77,262397,2593
Male,10-14,78,262397,1728
Male,10-14,79,262397,1387
Male,10-14,80,262397,2819
Male,10-14,81,262397,1582
Male,10-14,82,262397,8040
Male,10-14,83,262397,5525
Male,10-14,84,262397,882
Male,10-14,85,262397,32112
Male,10-14,86,262397,2186
Male,10-14,87,262397,1073
Male,10-14,88,262397,2911
Male,10-14,89,262397,1237
Male,10-14,90,262397,635
Male,10-14,91,262397,5539
Male,10-14,92,262397,6062
Male,10-14,93,262397,995
Male,10-14,94,262397,454
Male,10-14,95,262397,6724
Male,10-14,96,262397,1031
Male,10-14,97,262397,1935
Male,10-14,98,262397,1031
Male,10-14,99,262397,345
Male,10-14,100,262397,593
Male,15-19,1,285237,1889
Male,15-19,2,285237,70513
Male,15-19,3,285237,642
Male,15-19,4,285237,12355
Male,15-19,5,285237,576
Male,15-19,6,285237,3830
Male,15-19,7,285237,10038
Male,15-19,8,285237,680
Male,15-19,9,285237,1623
Male,15-19,10,285237,2663
Male,15-19,11,285237,1497
Male,15-19,12,285237,3972
Male,15-19,13,285237,1436
Male,15-19,14,285237,5897
Male,15-19,15,285237,9258
Male,15-19,16,285237,1968
Male,15-19,17,285237,706
Male,15-19,18,285237,998
Male,15-19,19,285237,3293
Male,15-19,20,285237,720
Male,15-19,21,285237,3660
Male,15-19,22,285237,1616
Male,15-19,23,285237,12513
Male,15-19,24,285237,2402
Male,15-19,25,285237,6244
Male,15-19,26,285237,4911
Male,15-19,27,285237,4093
Male,15-19,28,285237,1564
Male,15-19,29,285237,22378
Male,15-19,30,285237,1117
Male,15-19,31,285237,2975
Male,15-19,32,285237,1118
Male,15-19,33,285237,9353
Male,15-19,34,285237,1010
Male,15-19,35,285237,1625
Male,15-19,36,285237,1474
Male,15-19,37,285237,2902
Male,15-19,38,285237,579
Male,15-19,39,285237,1478
Male,15-19,40,285237,9398
Male,15-19,41,285237,4522
Male,15-19,42,285237,3032
Male,15-19,43,285237,5352
Male,15-19,44,285237,2431
Male,15-19,45,285237,1111
Male,15-19,46,285237,6075
Male,15-19,47,285237,3058
Male,15-19,48,285237,3487
Male,15-19,49,285237,8158
Male,15-19,50,285237,1091
Male,15-19,51,285237,5205
Male,15-19,52,285237,1046
Male,15-19,53,285237,1697
Male,15-19,54,285237,907
Male,15-19,55,285237,1660
Male,15-19,56,285237,1048
Male,15-19,57,285237,1625
Male,15-19,58,285237,5441
Male,15-19,59,285237,1629
Male,15-19,60,285237,2932
Male,15-19,61,285237,4690
Male,15-19,62,285237,4388
Male,15-19,63,285237,1051
Male,15-19,64,285237,10545
Male,15-19,65,285237,3704
Male,15-19,66,285237,537
Male,15-19,67,285237,7545
Male,15-19,68,285237,18268
Male,15-19,69,285237,3693
Male,15-19,70,285237,1063
Male,15-19,71,285237,3870
Male,15-19,72,285237,1633
Male,15-19,73,285237,13530
Male,15-19,74,285237,4900
Male,15-19,75,285237,10125
Male,15-19,76,285237,2607
Male,15-19,77,285237,3240
Male,15-19,78,285237,1866
Male,15-19,79,285237,1174
Male,15-19,80,285237,3221
Male,15-19,81,285237,2518
Male,15-19,82,285237,8482
Male,15-19,83,285237,7434
Male,15-19,84,285237,1721
Male,15-19,85,285237,44786
Male,15-19,86,285237,2759
Male,15-19,87,285237,2169
Male,15-19,88,285237,4482
Male,15-19,89,285237,1258
Male,15-19,90,285237,847
Male,15-19,91,285237,3545
Male,15-19,92,285237,20784
Male,15-19,93,285237,957
Male,15-19,94,285237,1090
Male,15-19,95,285237,7676
Male,15-19,96,285237,1963
Male,15-19,97,285237,1403
Male,15-19,98,285237,1632
Male,15-19,99,285237,692
Male,15-19,100,285237,1802
Male,20-24,1,299767,2432
Male,20-24,2,299767,64346
Male,20-24,3,299767,948
Male,20-24,4,299767,14466
Male,20-24,5,299767,821
Male,20-24,6,299767,3688
Male,20-24,7,299767,10175
Male,20-24,8,299767,1035
Male,20-24,9,299767,2722
Male,20-24,10,299767,2792
Male,20-24,11,299767,2803
Male,20-24,12,299767,4395
Male,20-24,13,299767,2100
Male,20-24,14,299767,6176
Male,20-24,15,299767,8921
Male,20-24,16,299767,3023
Male,20-24,17,299767,1496
Male,20-24,18,299767,1371
Male,20-24,19,299767,3990
Male,20-24,20,299767,970
Male,20-24,21,299767,4503
Male,20-24,22,299767,1965
Male,20-24,23,299767,11977
Male,20-24,24,299767,2698
Male,20-24,25,299767,6571
Male,20-24,26,299767,4935
Male,20-24,27,299767,5544
Male,20-24,28,299767,1952
Male,20-24,29,299767,24384
Male,20-24,30,299767,1160
Male,20-24,31,299767,3974
Male,20-24,32,299767,1563
Male,20-24,33,299767,12992
Male,20-24,34,299767,1646
Male,20-24,35,299767,2149
Male,20-24,36,299767,1942
Male,20-24,37,299767,3516
Male,20-24,38,299767,834
Male,20-24,39,299767,2164
Male,20-24,40,299767,8051
Male,20-24,41,299767,7370
Male,20-24,42,299767,3151
Male,20-24,43,299767,7149
Male,20-24,44,299767,4174
Male,20-24,45,299767,1480
Male,20-24,46,299767,6098
Male,20-24,47,299767,4105
Male,20-24,48,299767,1958
Male,20-24,49,299767,6702
Male,20-24,50,299767,1398
Male,20-24,51,299767,4846
Male,20-24,52,299767,1354
Male,20-24,53,299767,1858
Male,20-24,54,299767,1482
Male,20-24,55,299767,1763
Male,20-24,56,299767,1488
Male,20-24,57,299767,1875
Male,20-24,58,299767,6729
Male,20-24,59,299767,1583
Male,20-24,60,299767,5129
Male,20-24,61,299767,5264
Male,20-24,62,299767,4945
Male,20-24,63,299767,1906
Male,20-24,64,299767,10194
Male,20-24,65,299767,3558
Male,20-24,66,299767,873
Male,20-24,67,299767,7583
Male,20-24,68,299767,18991
Male,20-24,69,299767,6973
Male,20-24,70,299767,1893
Male,20-24,71,299767,4130
Male,20-24,72,299767,2715
Male,20-24,73,299767,17343
Male,20-24,74,299767,4776
Male,20-24,75,299767,17307
Male,20-24,76,299767,5036
Male,20-24,77,299767,4768
Male,20-24,78,299767,1755
Male,20-24,79,299767,1398
Male,20-24,80,299767,4107
Male,20-24,81,299767,3463
Male,20-24,82,299767,8112
Male,20-24,83,299767,7301
Male,20-24,84,299767,2369
Male,20-24,85,299767,39137
Male,20-24,86,299767,3875
Male,20-24,87,299767,2291
Male,20-24,88,299767,4712
Male,20-24,89,299767,1333
Male,20-24,90,299767,946
Male,20-24,91,299767,3397
Male,20-24,92,299767,22501
Male,20-24,93,299767,1254
Male,20-24,94,299767,1713
Male,20-24,95,299767,7161
Male,20-24,96,299767,3495
Male,20-24,97,299767,1441
Male,20-24,98,299767,2228
Male,20-24,99,299767,950
Male,20-24,100,299767,2258
Male,25-29,1,372024,3827
Male,25-29,2,372024,68885
Male,25-29,3,372024,1404
Male,25-29,4,372024,17558
Male,25-29,5,372024,1279
Male,25-29,6,372024,4991
Male,25-29,7,372024,14216
Male,25-29,8,372024,1684
Male,25-29,9,372024,4719
Male,25-29,10,372024,4098
Male,25-29,11,372024,4129
Male,25-29,12,372024,5589
Male,25-29,13,372024,2919
Male,25-29,14,372024,8058
Male,25-29,15,372024,11140
Male,25-29,16,372024,5016
Male,25-29,17,372024,2345
Male,25-29,18,372024,2112
Male,25-29,19,372024,5276
Male,25-29,20,372024,1414
Male,25-29,21,372024,6212
Male,25-29,22,372024,2888
Male,25-29,23,372024,14927
Male,25-29,24,372024,3841
Male,25-29,25,372024,8238
Male,25-29,26,372024,6178
Male,25-29,27,372024,7255
Male,25-29,28,372024,2932
Male,25-29,29,372024,29810
Male,25-29,30,372024,1615
Male,25-29,31,372024,5925
Male,25-29,32,372024,2326
Male,25-29,33,372024,18796
Male,25-29,34,372024,2222
Male,25-29,35,372024,3228
Male,25-29,36,372024,2966
Male,25-29,37,372024,4881
Male,25-29,38,372024,1446
Male,25-29,39,372024,3431
Male,25-29,40,372024,9722
Male,25-29,41,372024,10101
Male,25-29,42,372024,4226
Male,25-29,43,372024,11445
Male,25-29,44,372024,5727
Male,25-29,45,372024,2417
Male,25-29,46,372024,7579
Male,25-29,47,372024,6366
Male,25-29,48,372024,2321
Male,25-29,49,372024,8872
Male,25-29,50,372024,2304
Male,25-29,51,372024,6044
Male,25-29,52,372024,1883
Male,25-29,53,372024,2729
Male,25-29,54,372024,2482
Male,25-29,55,372024,2522
Male,25-29,56,372024,2088
Male,25-29,57,372024,2950
Male,25-29,58,372024,9531
Male,25-29,59,372024,2180
Male,25-29,60,372024,8316
Male,25-29,61,372024,7546
Male,25-29,62,372024,6470
Male,25-29,63,372024,3510
Male,25-29,64,372024,12986
Male,25-29,65,372024,4634
Male,25-29,66,372024,1269
Male,25-29,67,372024,9989
Male,25-29,68,372024,24629
Male,25-29,69,372024,10881
Male,25-29,70,372024,3033
Male,25-29,71,372024,5489
Male,25-29,72,372024,4395
Male,25-29,73,372024,21877
Male,25-29,74,372024,7082
Male,25-29,75,372024,22478
Male,25-29,76,372024,8090
Male,25-29,77,372024,7721
Male,25-29,78,372024,2409
Male,25-29,79,372024,2269
Male,25-29,80,372024,6093
Male,25-29,81,372024,5522
Male,25-29,82,372024,9869
Male,25-29,83,372024,8757
Male,25-29,84,372024,3459
Male,25-29,85,372024,43579
Male,25-29,86,372024,6160
Male,25-29,87,372024,2964
Male,25-29,88,372024,6267
Male,25-29,89,372024,1841
Male,25-29,90,372024,1295
Male,25-29,91,372024,4333
Male,25-29,92,372024,28061
Male,25-29,93,372024,2002
Male,25-29,94,372024,2811
Male,25-29,95,372024,9642
Male,25-29,96,372024,4938
Male,25-29,97,372024,2137
Male,25-29,98,372024,3378
Male,25-29,99,372024,1483
Male,25-29,100,372024,3201
Male,30-34,1,473650,6457
Male,30-34,2,473650,87194
Male,30-34,3,473650,2401
Male,30-34,4,473650,24048
Male,30-34,5,473650,2072
Male,30-34,6,473650,7883
Male,30-34,7,473650,20050
Male,30-34,8,473650,3147
Male,30-34,9,473650,7410
Male,30-34,10,473650,6533
Male,30-34,11,473650,6713
Male,30-34,12,473650,8414
Male,30-34,13,473650,4419
Male,30-34,14,473650,11821
Male,30-34,15,473650,15641
Male,30-34,16,473650,8271
Male,30-34,17,473650,3459
Male,30-34,18,473650,3545
Male,30-34,19,473650,7874
Male,30-34,20,473650,2339
Male,30-34,21,473650,9609
Male,30-34,22,473650,4577
Male,30-34,23,473650,21037
Male,30-34,24,473650,6196
Male,30-34,25,473650,12158
Male,30-34,26,473650,9271
Male,30-34,27,473650,10882
Male,30-34,28,473650,5386
Male,30-34,29,473650,41208
Male,30-34,30,473650,2702
Male,30-34,31,473650,9751
Male,30-34,32,473650,3638
Male,30-34,33,473650,29544
Male,30-34,34,473650,3554
Male,30-34,35,473650,5113
Male,30-34,36,473650,4574
Male,30-34,37,473650,7487
Male,30-34,38,473650,2598
Male,30-34,39,473650,5798
Male,30-34,40,473650,13766
Male,30-34,41,473650,14840
Male,30-34,42,473650,6576
Male,30-34,43,473650,19834
Male,30-34,44,473650,8009
Male,30-34,45,473650,4130
Male,30-34,46,473650,11280
Male,30-34,47,473650,10557
Male,30-34,48,473650,3644
Male,30-34,49,473650,13679
Male,30-34,50,473650,4159
Male,30-34,51,473650,8933
Male,30-34,52,473650,3101
Male,30-34,53,473650,4448
Male,30-34,54,473650,4431
Male,30-34,55,473650,4142
Male,30-34,56,473650,3266
Male,30-34,57,473650,5017
Male,30-34,58,473650,14247
Male,30-34,59,473650,3522
Male,30-34,60,473650,13690
Male,30-34,61,473650,11641
Male,30-34,62,473650,9786
Male,30-34,63,473650,5878
Male,30-34,64,473650,19454
Male,30-34,65,473650,6834
Male,30-34,66,473650,1980
Male,30-34,67,473650,15077
Male,30-34,68,473650,35022
Male,30-34,69,473650,17948
Male,30-34,70,473650,5260
Male,30-34,71,473650,8069
Male,30-34,72,473650,7304
Male,30-34,73,473650,30176
Male,30-34,74,473650,11397
Male,30-34,75,473650,29185
Male,30-34,76,473650,13093
Male,30-34,77,473650,12250
Male,30-34,78,473650,3406
Male,30-34,79,473650,3646
Male,30-34,80,473650,9174
Male,30-34,81,473650,9009
Male,30-34,82,473650,14172
Male,30-34,83,473650,12555
Male,30-34,84,473650,5414
Male,30-34,85,473650,58090
Male,30-34,86,473650,9670
Male,30-34,87,473650,4664
Male,30-34,88,473650,10109
Male,30-34,89,473650,3233
Male,30-34,90,473650,2315
Male,30-34,91,473650,6837
Male,30-34,92,473650,38114
Male,30-34,93,473650,3768
Male,30-34,94,473650,4745
Male,30-34,95,473650,13831
Male,30-34,96,473650,7066
Male,30-34,97,473650,3544
Male,30-34,98,473650,5828
Male,30-34,99,473650,2699
Male,30-34,100,473650,4975
Male,35-39,1,542223,10107
Male,35-39,2,542223,100791
Male,35-39,3,542223,3922
Male,35-39,4,542223,30654
Male,35-39,5,542223,3071
Male,35-39,6,542223,10465
Male,35-39,7,542223,24477
Male,35-39,8,542223,4966
Male,35-39,9,542223,10567
Male,35-39,10,542223,10206
Male,35-39,11,542223,10323
Male,35-39,12,542223,11848
Male,35-39,13,542223,6221
Male,35-39,14,542223,16093
Male,35-39,15,542223,19848
Male,35-39,16,542223,12978
Male,35-39,17,542223,5244
Male,35-39,18,542223,6104
Male,35-39,19,542223,11390
Male,35-39,20,542223,3744
Male,35-39,21,542223,13377
Male,35-39,22,542223,6547
Male,35-39,23,542223,26095
Male,35-39,24,542223,8901
Male,35-39,25,542223,16798
Male,35-39,26,542223,12731
Male,35-39,27,542223,15128
Male,35-39,28,542223,8970
Male,35-39,29,542223,53259
Male,35-39,30,542223,4403
Male,35-39,31,542223,14114
Male,35-39,32,542223,5040
Male,35-39,33,542223,40574
Male,35-39,34,542223,5087
Male,35-39,35,542223,7593
Male,35-39,36,542223,6164
Male,35-39,37,542223,10078
Male,35-39,38,542223,4290
Male,35-39,39,542223,8227
Male,35-39,40,542223,18159
Male,35-39,41,542223,19649
Male,35-39,42,542223,9081
Male,35-39,43,542223,30558
Male,35-39,44,542223,10777
Male,35-39,45,542223,6223
Male,35-39,46,542223,15128
Male,35-39,47,542223,15038
Male,35-39,48,542223,5373
Male,35-39,49,542223,18833
Male,35-39,50,542223,6728
Male,35-39,51,542223,12334
Male,35-39,52,542223,4824
Male,35-39,53,542223,6377
Male,35-39,54,542223,6906
Male,35-39,55,542223,5855
Male,35-39,56,542223,4786
Male,35-39,57,542223,7383
Male,35-39,58,542223,20098
Male,35-39,59,542223,5047
Male,35-39,60,542223,19321
Male,35-39,61,542223,16727
Male,35-39,62,542223,12953
Male,35-39,63,542223,8485
Male,35-39,64,542223,25710
Male,35-39,65,542223,9055
Male,35-39,66,542223,2920
Male,35-39,67,542223,20358
Male,35-39,68,542223,43725
Male,35-39,69,542223,25893
Male,35-39,70,542223,7724
Male,35-39,71,542223,10763
Male,35-39,72,542223,11488
Male,35-39,73,542223,39176
Male,35-39,74,542223,15553
Male,35-39,75,542223,34990
Male,35-39,76,542223,18885
Male,35-39,77,542223,16721
Male,35-39,78,542223,4944
Male,35-39,79,542223,5376
Male,35-39,80,542223,11633
Male,35-39,81,542223,12395
Male,35-39,82,542223,19214
Male,35-39,83,542223,16703
Male,35-39,84,542223,7908
Male,35-39,85,542223,70884
Male,35-39,86,542223,13612
Male,35-39,87,542223,7302
Male,35-39,88,542223,14578
Male,35-39,89,542223,5048
Male,35-39,90,542223,3576
Male,35-39,91,542223,9256
Male,35-39,92,542223,47032
Male,35-39,93,542223,6789
Male,35-39,94,542223,7492
Male,35-39,95,542223,17653
Male,35-39,96,542223,9446
Male,35-39,97,542223,5242
Male,35-39,98,542223,8742
Male,35-39,99,542223,4563
Male,35-39,100,542223,7103
Male,40-44,1,535615,13111
Male,40-44,2,535615,89746
Male,40-44,3,535615,6409
Male,40-44,4,535615,30902
Male,40-44,5,535615,3833
Male,40-44,6,535615,11645
Male,40-44,7,535615,24855
Male,40-44,8,535615,7536
Male,40-44,9,535615,12248
Male,40-44,10,535615,14385
Male,40-44,11,535615,14197
Male,40-44,12,535615,13522
Male,40-44,13,535615,7427
Male,40-44,14,535615,17911
Male,40-44,15,535615,20548
Male,40-44,16,535615,17521
Male,40-44,17,535615,6418
Male,40-44,18,535615,9281
Male,40-44,19,535615,13735
Male,40-44,20,535615,5565
Male,40-44,21,535615,15560
Male,40-44,22,535615,8200
Male,40-44,23,535615,26277
Male,40-44,24,535615,11211
Male,40-44,25,535615,19747
Male,40-44,26,535615,14855
Male,40-44,27,535615,17573
Male,40-44,28,535615,12440
Male,40-44,29,535615,55320
Male,40-44,30,535615,7103
Male,40-44,31,535615,17327
Male,40-44,32,535615,6043
Male,40-44,33,535615,44399
Male,40-44,34,535615,6157
Male,40-44,35,535615,10083
Male,40-44,36,535615,7118
Male,40-44,37,535615,11137
Male,40-44,38,535615,6431
Male,40-44,39,535615,9602
Male,40-44,40,535615,20251
Male,40-44,41,535615,21929
Male,40-44,42,535615,11666
Male,40-44,43,535615,39311
Male,40-44,44,535615,11945
Male,40-44,45,535615,8728
Male,40-44,46,535615,16607
Male,40-44,47,535615,17869
Male,40-44,48,535615,6921
Male,40-44,49,535615,21725
Male,40-44,50,535615,10134
Male,40-44,51,535615,15153
Male,40-44,52,535615,6873
Male,40-44,53,535615,7489
Male,40-44,54,535615,9410
Male,40-44,55,535615,7546
Male,40-44,56,535615,6292
Male,40-44,57,535615,9193
Male,40-44,58,535615,23231
Male,40-44,59,535615,6243
Male,40-44,60,535615,22083
Male,40-44,61,535615,20232
Male,40-44,62,535615,14559
Male,40-44,63,535615,10151
Male,40-44,64,535615,26951
Male,40-44,65,535615,10185
Male,40-44,66,535615,3804
Male,40-44,67,535615,22089
Male,40-44,68,535615,45311
Male,40-44,69,535615,30693
Male,40-44,70,535615,9639
Male,40-44,71,535615,11879
Male,40-44,72,535615,15324
Male,40-44,73,535615,40689
Male,40-44,74,535615,17589
Male,40-44,75,535615,36691
Male,40-44,76,535615,23024
Male,40-44,77,535615,18417
Male,40-44,78,535615,6083
Male,40-44,79,535615,6283
Male,40-44,80,535615,12464
Male,40-44,81,535615,14777
Male,40-44,82,535615,21515
Male,40-44,83,535615,19306
Male,40-44,84,535615,10345
Male,40-44,85,535615,67773
Male,40-44,86,535615,15326
Male,40-44,87,535615,9258
Male,40-44,88,535615,18309
Male,40-44,89,535615,6909
Male,40-44,90,535615,4833
Male,40-44,91,535615,10351
Male,40-44,92,535615,47130
Male,40-44,93,535615,10345
Male,40-44,94,535615,9966
Male,40-44,95,535615,20216
Male,40-44,96,535615,11059
Male,40-44,97,535615,6911
Male,40-44,98,535615,11242
Male,40-44,99,535615,7226
Male,40-44,100,535615,8752
Male,45-49,1,491139,15946
Male,45-49,2,491139,75344
Male,45-49,3,491139,10536
Male,45-49,4,491139,29033
Male,45-49,5,491139,4673
Male,45-49,6,491139,12472
Male,45-49,7,491139,24544
Male,45-49,8,491139,10690
Male,45-49,9,491139,13290
Male,45-49,10,491139,19813
Male,45-49,11,491139,19816
Male,45-49,12,491139,15522
Male,45-49,13,491139,9169
Male,45-49,14,491139,18019
Male,45-49,15,491139,20959
Male,45-49,16,491139,23060
Male,45-49,17,491139,7142
Male,45-49,18,491139,13621
Male,45-49,19,491139,16842
Male,45-49,20,491139,7807
Male,45-49,21,491139,17496
Male,45-49,22,491139,10691
Male,45-49,23,491139,25920
Male,45-49,24,491139,14113
Male,45-49,25,491139,22423
Male,45-49,26,491139,16885
Male,45-49,27,491139,19388
Male,45-49,28,491139,17190
Male,45-49,29,491139,56986
Male,45-49,30,491139,12179
Male,45-49,31,491139,20085
Male,45-49,32,491139,7176
Male,45-49,33,491139,48074
Male,45-49,34,491139,7255
Male,45-49,35,491139,12503
Male,45-49,36,491139,8326
Male,45-49,37,491139,11428
Male,45-49,38,491139,9761
Male,45-49,39,491139,10985
Male,45-49,40,491139,21840
Male,45-49,41,491139,22860
Male,45-49,42,491139,15617
Male,45-49,43,491139,48512
Male,45-49,44,491139,11747
Male,45-49,45,491139,11789
Male,45-49,46,491139,18627
Male,45-49,47,491139,19831
Male,45-49,48,491139,8859
Male,45-49,49,491139,24385
Male,45-49,50,491139,14079
Male,45-49,51,491139,18597
Male,45-49,52,491139,9632
Male,45-49,53,491139,9007
Male,45-49,54,491139,12157
Male,45-49,55,491139,9306
Male,45-49,56,491139,8038
Male,45-49,57,491139,11316
Male,45-49,58,491139,25612
Male,45-49,59,491139,7385
Male,45-49,60,491139,23066
Male,45-49,61,491139,23167
Male,45-49,62,491139,16124
Male,45-49,63,491139,11775
Male,45-49,64,491139,26582
Male,45-49,65,491139,10498
Male,45-49,66,491139,4762
Male,45-49,67,491139,22446
Male,45-49,68,491139,45802
Male,45-49,69,491139,34664
Male,45-49,70,491139,10903
Male,45-49,71,491139,13028
Male,45-49,72,491139,19285
Male,45-49,73,491139,39269
Male,45-49,74,491139,18740
Male,45-49,75,491139,38254
Male,45-49,76,491139,25885
Male,45-49,77,491139,19446
Male,45-49,78,491139,7523
Male,45-49,79,491139,6856
Male,45-49,80,491139,12560
Male,45-49,81,491139,17009
Male,45-49,82,491139,23290
Male,45-49,83,491139,23581
Male,45-49,84,491139,13411
Male,45-49,85,491139,63894
Male,45-49,86,491139,15334
Male,45-49,87,491139,12140
Male,45-49,88,491139,23176
Male,45-49,89,491139,8778
Male,45-49,90,491139,6199
Male,45-49,91,491139,11043
Male,45-49,92,491139,43556
Male,45-49,93,491139,15394
Male,45-49,94,491139,12912
Male,45-49,95,491139,24305
Male,45-49,96,491139,13132
Male,45-49,97,491139,8884
Male,45-49,98,491139,13356
Male,45-49,99,491139,11203
Male,45-49,100,491139,10002
