gender,age_group,run,patients,patients_with_ddi
Female,50-54,15,503043,32896
Female,50-54,16,503043,38703
Female,50-54,17,503043,11194
Female,50-54,18,503043,22513
Female,50-54,19,503043,32703
Female,50-54,20,503043,23209
Female,50-54,21,503043,36950
Female,50-54,22,503043,21570
Female,50-54,23,503043,45077
Female,50-54,24,503043,21711
Female,50-54,25,503043,42312
Female,50-54,26,503043,31892
Female,50-54,27,503043,33081
Female,50-54,28,503043,29764
Female,50-54,29,503043,84451
Female,50-54,30,503043,15168
Female,50-54,31,503043,42947
Female,50-54,32,503043,13546
Female,50-54,33,503043,71258
Female,50-54,34,503043,14535
Female,50-54,35,503043,22796
Female,50-54,36,503043,15364
Female,50-54,37,503043,24105
Female,50-54,38,503043,16688
Female,50-54,39,503043,21021
Female,50-54,40,503043,29747
Female,50-54,41,503043,34348
Female,50-54,42,503043,25056
Female,50-54,43,503043,72278
Female,50-54,44,503043,17561
Female,50-54,45,503043,21633
Female,50-54,46,503043,27104
Female,50-54,47,503043,41210
Female,50-54,48,503043,21476
Female,50-54,49,503043,45447
Female,50-54,50,503043,25128
Female,50-54,51,503043,28022
Female,50-54,52,503043,17492
Female,50-54,53,503043,16684
Female,50-54,54,503043,25247
Female,50-54,55,503043,17268
Female,50-54,56,503043,12372
Female,50-54,57,503043,24360
Female,50-54,58,503043,39964
Female,50-54,59,503043,11535
Female,50-54,60,503043,45610
Female,50-54,61,503043,36771
Female,50-54,62,503043,27247
Female,50-54,63,503043,27505
Female,50-54,64,503043,55992
Female,50-54,65,503043,20209
Female,50-54,66,503043,8183
Female,50-54,67,503043,39356
Female,50-54,68,503043,75518
Female,50-54,69,503043,57731
Female,50-54,70,503043,30584
Female,50-54,71,503043,25973
Female,50-54,72,503043,30885
Female,50-54,73,503043,53254
Female,50-54,74,503043,31915
Female,50-54,75,503043,44379
Female,50-54,76,503043,45989
Female,50-54,77,503043,35572
Female,50-54,78,503043,10756
Female,50-54,79,503043,12898
Female,50-54,80,503043,19277
Female,50-54,81,503043,32352
Female,50-54,82,503043,40221
Female,50-54,83,503043,36573
Female,50-54,84,503043,21935
Female,50-54,85,503043,87502
Female,50-54,86,503043,36538
Female,50-54,87,503043,19665
Female,50-54,88,503043,40648
Female,50-54,89,503043,11413
Female,50-54,90,503043,11828
Female,50-54,91,503043,23743
Female,50-54,92,503043,59446
Female,50-54,93,503043,27592
Female,50-54,94,503043,24240
Female,50-54,95,503043,41899
Female,50-54,96,503043,24476
Female,50-54,97,503043,14886
Female,50-54,98,503043,27331
Female,50-54,99,503043,17964
Female,50-54,100,503043,19781
Female,55-59,1,476217,40487
Female,55-59,2,476217,89701
Female,55-59,3,476217,21980
Female,55-59,4,476217,40215
Female,55-59,5,476217,10447
Female,55-59,6,476217,23359
Female,55-59,7,476217,49855
Female,55-59,8,476217,32555
Female,55-59,9,476217,27058
Female,55-59,10,476217,45100
Female,55-59,11,476217,40835
Female,55-59,12,476217,27311
Female,55-59,13,476217,28765
Female,55-59,14,476217,29468
Female,55-59,15,476217,35783
Female,55-59,16,476217,49286
Female,55-59,17,476217,12699
Female,55-59,18,476217,27264
Female,55-59,19,476217,36514
Female,55-59,20,476217,27711
Female,55-59,21,476217,41667
Female,55-59,22,476217,26529
Female,55-59,23,476217,49034
Female,55-59,24,476217,25859
Female,55-59,25,476217,48896
Female,55-59,26,476217,33841
Female,55-59,27,476217,37652
Female,55-59,28,476217,38790
Female,55-59,29,476217,98620
Female,55-59,30,476217,20156
Female,55-59,31,476217,47879
Female,55-59,32,476217,16231
Female,55-59,33,476217,78198
Female,55-59,34,476217,18070
Female,55-59,35,476217,23898
Female,55-59,36,476217,18204
Female,55-59,37,476217,26278
Female,55-59,38,476217,21863
Female,55-59,39,476217,24557
Female,55-59,40,476217,34320
Female,55-59,41,476217,38808
Female,55-59,42,476217,32369
Female,55-59,43,476217,85030
Female,55-59,44,476217,17171
Female,55-59,45,476217,28091
Female,55-59,46,476217,31539
Female,55-59,47,476217,44530
Female,55-59,48,476217,23175
Female,55-59,49,476217,51401
Female,55-59,50,476217,28092
Female,55-59,51,476217,32648
Female,55-59,52,476217,22031
Female,55-59,53,476217,20416
Female,55-59,54,476217,30687
Female,55-59,55,476217,19710
Female,55-59,56,476217,14556
Female,55-59,57,476217,27559
Female,55-59,58,476217,42871
Female,55-59,59,476217,12839
Female,55-59,60,476217,47120
Female,55-59,61,476217,40790
Female,55-59,62,476217,29602
Female,55-59,63,476217,32927
Female,55-59,64,476217,58792
Female,55-59,65,476217,22153
Female,55-59,66,476217,9706
Female,55-59,67,476217,40861
Female,55-59,68,476217,75549
Female,55-59,69,476217,64401
Female,55-59,70,476217,29734
Female,55-59,71,476217,28615
Female,55-59,72,476217,37133
Female,55-59,73,476217,52097
Female,55-59,74,476217,32485
Female,55-59,75,476217,47614
Female,55-59,76,476217,50546
Female,55-59,77,476217,41214
Female,55-59,78,476217,12237
Female,55-59,79,476217,14400
Female,55-59,80,476217,21529
Female,55-59,81,476217,38348
Female,55-59,82,476217,47203
Female,55-59,83,476217,46216
Female,55-59,84,476217,26061
Female,55-59,85,476217,99875
Female,55-59,86,476217,35676
Female,55-59,87,476217,24905
Female,55-59,88,476217,51387
Female,55-59,89,476217,12547
Female,55-59,90,476217,14339
Female,55-59,91,476217,25879
Female,55-59,92,476217,62003
Female,55-59,93,476217,34029
Female,55-59,94,476217,30231
Female,55-59,95,476217,49222
Female,55-59,96,476217,30336
Female,55-59,97,476217,17759
Female,55-59,98,476217,29281
Female,55-59,99,476217,23022
Female,55-59,100,476217,22818
Female,05-09,1,169167,2785
Female,05-09,2,169167,61350
Female,05-09,3,169167,223
Female,05-09,4,169167,4874
Female,05-09,5,169167,104
Female,05-09,6,169167,4065
Female,05-09,7,169167,8417
Female,05-09,8,169167,128
Female,05-09,9,169167,504
Female,05-09,10,169167,1711
Female,05-09,11,169167,227
Female,05-09,12,169167,1183
Female,05-09,13,169167,478
Female,05-09,14,169167,1214
Female,05-09,15,169167,6799
Female,05-09,16,169167,1454
Female,05-09,17,169167,72
Female,05-09,18,169167,1605
Female,05-09,19,169167,1700
Female,05-09,20,169167,249
Female,05-09,21,169167,2470
Female,05-09,22,169167,830
Female,05-09,23,169167,9254
Female,05-09,24,169167,1287
Female,05-09,25,169167,5930
Female,05-09,26,169167,1630
Female,05-09,27,169167,1477
Female,05-09,28,169167,891
Female,05-09,29,169167,13349
Female,05-09,30,169167,927
Female,05-09,31,169167,916
Female,05-09,32,169167,488
Female,05-09,33,169167,2038
Female,05-09,34,169167,271
Female,05-09,35,169167,314
Female,05-09,36,169167,1635
Female,05-09,37,169167,3540
Female,05-09,38,169167,243
Female,05-09,39,169167,432
Female,05-09,40,169167,7109
Female,05-09,41,169167,2861
Female,05-09,42,169167,2290
Female,05-09,43,169167,1118
Female,05-09,44,169167,126
Female,05-09,45,169167,565
Female,05-09,46,169167,4035
Female,05-09,47,169167,1146
Female,05-09,48,169167,742
Female,05-09,49,169167,4564
Female,05-09,50,169167,313
Female,05-09,51,169167,1691
Female,05-09,52,169167,233
Female,05-09,53,169167,1707
Female,05-09,54,169167,434
Female,05-09,55,169167,923
Female,05-09,56,169167,234
Female,05-09,57,169167,1066
Female,05-09,58,169167,2396
Female,05-09,59,169167,259
Female,05-09,60,169167,389
Female,05-09,61,169167,1580
Female,05-09,62,169167,5256
Female,05-09,63,169167,346
Female,05-09,64,169167,6010
Female,05-09,65,169167,6206
Female,05-09,66,169167,2162
Female,05-09,67,169167,4531
Female,05-09,68,169167,11672
Female,05-09,69,169167,406
Female,05-09,70,169167,801
Female,05-09,71,169167,2784
Female,05-09,72,169167,250
Female,05-09,73,169167,8516
Female,05-09,74,169167,3294
Female,05-09,75,169167,685
Female,05-09,76,169167,479
Female,05-09,77,169167,1494
Female,05-09,78,169167,1142
Female,05-09,79,169167,1380
Female,05-09,80,169167,2209
Female,05-09,81,169167,514
Female,05-09,82,169167,7041
Female,05-09,83,169167,7290
Female,05-09,84,169167,187
Female,05-09,85,169167,27731
Female,05-09,86,169167,872
Female,05-09,87,169167,1207
Female,05-09,88,169167,2335
Female,05-09,89,169167,1194
Female,05-09,90,169167,633
Female,05-09,91,169167,7083
Female,05-09,92,169167,3030
Female,05-09,93,169167,542
Female,05-09,94,169167,236
Female,05-09,95,169167,7254
Female,05-09,96,169167,614
Female,05-09,97,169167,1171
Female,05-09,98,169167,398
Female,05-09,99,169167,131
Female,05-09,100,169167,485
Female,60-64,1,458776,48517
Female,60-64,2,458776,89807
Female,60-64,3,458776,29055
Female,60-64,4,458776,42952
Female,60-64,5,458776,11977
Female,60-64,6,458776,26408
Female,60-64,7,458776,56063
Female,60-64,8,458776,39786
Female,60-64,9,458776,29410
Female,60-64,10,458776,58567
Female,60-64,11,458776,50006
Female,60-64,12,458776,32633
Female,60-64,13,458776,34082
Female,60-64,14,458776,32759
Female,60-64,15,458776,39812
Female,60-64,16,458776,62254
Female,60-64,17,458776,15187
Female,60-64,18,458776,33941
Female,60-64,19,458776,44656
Female,60-64,20,458776,32805
Female,60-64,21,458776,47417
Female,60-64,22,458776,34131
Female,60-64,23,458776,54499
Female,60-64,24,458776,31852
Female,60-64,25,458776,57179
Female,60-64,26,458776,39292
Female,60-64,27,458776,43307
Female,60-64,28,458776,48386
Female,60-64,29,458776,112627
Female,60-64,30,458776,26842
Female,60-64,31,458776,52784
Female,60-64,32,458776,19851
Female,60-64,33,458776,88834
Female,60-64,34,458776,22547
Female,60-64,35,458776,28259
Female,60-64,36,458776,21938
Female,60-64,37,458776,28563
Female,60-64,38,458776,28236
Female,60-64,39,458776,28294
Female,60-64,40,458776,40963
Female,60-64,41,458776,44987
Female,60-64,42,458776,42685
Female,60-64,43,458776,100716
Female,60-64,44,458776,17819
Female,60-64,45,458776,34607
Female,60-64,46,458776,36831
Female,60-64,47,458776,48850
Female,60-64,48,458776,26092
Female,60-64,49,458776,58441
Female,60-64,50,458776,33625
Female,60-64,51,458776,41014
Female,60-64,52,458776,26904
Female,60-64,53,458776,23608
Female,60-64,54,458776,36299
Female,60-64,55,458776,23397
Female,60-64,56,458776,17839
Female,60-64,57,458776,31734
Female,60-64,58,458776,45823
Female,60-64,59,458776,15619
Female,60-64,60,458776,51267
Female,60-64,61,458776,47712
Female,60-64,62,458776,33605
Female,60-64,63,458776,39434
Female,60-64,64,458776,61121
Female,60-64,65,458776,25046
Female,60-64,66,458776,12184
Female,60-64,67,458776,43049
Female,60-64,68,458776,78242
Female,60-64,69,458776,73738
Female,60-64,70,458776,32225
Female,60-64,71,458776,31116
Female,60-64,72,458776,45206
Female,60-64,73,458776,52245
Female,60-64,74,458776,34267
Female,60-64,75,458776,54346
Female,60-64,76,458776,56058
Female,60-64,77,458776,48521
Female,60-64,78,458776,15444
Female,60-64,79,458776,16553
Female,60-64,80,458776,23918
Female,60-64,81,458776,46357
Female,60-64,82,458776,56452
Female,60-64,83,458776,57685
Female,60-64,84,458776,32388
Female,60-64,85,458776,115498
Female,60-64,86,458776,36458
Female,60-64,87,458776,31608
Female,60-64,88,458776,62594
Female,60-64,89,458776,14420
Female,60-64,90,458776,17565
Female,60-64,91,458776,28518
Female,60-64,92,458776,67303
Female,60-64,93,458776,41058
Female,60-64,94,458776,36891
Female,60-64,95,458776,59298
Female,60-64,96,458776,38456
Female,60-64,97,458776,22093
Female,60-64,98,458776,33924
Female,60-64,99,458776,29039
Female,60-64,100,458776,26197
Female,65-69,1,421250,53645
Female,65-69,2,421250,84220
Female,65-69,3,421250,37116
Female,65-69,4,421250,41568
Female,65-69,5,421250,12993
Female,65-69,6,421250,27797
Female,65-69,7,421250,58777
Female,65-69,8,421250,45527
Female,65-69,9,421250,30814
Female,65-69,10,421250,68784
Female,65-69,11,421250,55050
Female,65-69,12,421250,35180
Female,65-69,13,421250,37308
Female,65-69,14,421250,35451
Female,65-69,15,421250,42310
Female,65-69,16,421250,72614
Female,65-69,17,421250,17919
Female,65-69,18,421250,39629
Female,65-69,19,421250,49780
Female,65-69,20,421250,35253
Female,65-69,21,421250,50782
Female,65-69,22,421250,40276
Female,65-69,23,421250,55696
Female,65-69,24,421250,36400
Female,65-69,25,421250,63342
Female,65-69,26,421250,42934
Female,65-69,27,421250,46379
Female,65-69,28,421250,53314
Female,65-69,29,421250,116038
Female,65-69,30,421250,33117
Female,65-69,31,421250,54447
Female,65-69,32,421250,23460
Female,65-69,33,421250,96587
Female,65-69,34,421250,25349
Female,65-69,35,421250,32254
Female,65-69,36,421250,24431
Female,65-69,37,421250,29025
Female,65-69,38,421250,34186
Female,65-69,39,421250,29703
Female,65-69,40,421250,45473
Female,65-69,41,421250,49683
Female,65-69,42,421250,50738
Female,65-69,43,421250,111164
Female,65-69,44,421250,18072
Female,65-69,45,421250,39301
Female,65-69,46,421250,38952
Female,65-69,47,421250,49282
Female,65-69,48,421250,27975
Female,65-69,49,421250,60470
Female,65-69,50,421250,36893
Female,65-69,51,421250,50852
Female,65-69,52,421250,29481
Female,65-69,53,421250,23511
Female,65-69,54,421250,39657
Female,65-69,55,421250,25535
Female,65-69,56,421250,20375
Female,65-69,57,421250,35489
Female,65-69,58,421250,46084
Female,65-69,59,421250,18314
Female,65-69,60,421250,53789
Female,65-69,61,421250,50630
Female,65-69,62,421250,35571
Female,65-69,63,421250,43231
Female,65-69,64,421250,57272
Female,65-69,65,421250,26275
Female,65-69,66,421250,14045
Female,65-69,67,421250,41942
Female,65-69,68,421250,78223
Female,65-69,69,421250,81409
Female,65-69,70,421250,33311
Female,65-69,71,421250,31709
Female,65-69,72,421250,51563
Female,65-69,73,421250,49782
Female,65-69,74,421250,33862
Female,65-69,75,421250,59218
Female,65-69,76,421250,57553
Female,65-69,77,421250,53530
Female,65-69,78,421250,18189
Female,65-69,79,421250,17719
Female,65-69,80,421250,24224
Female,65-69,81,421250,51420
Female,65-69,82,421250,63183
Female,65-69,83,421250,64177
Female,65-69,84,421250,38893
Female,65-69,85,421250,124874
Female,65-69,86,421250,35295
Female,65-69,87,421250,36430
Female,65-69,88,421250,68976
Female,65-69,89,421250,16508
Female,65-69,90,421250,20832
Female,65-69,91,421250,29364
Female,65-69,92,421250,68930
Female,65-69,93,421250,47159
Female,65-69,94,421250,41252
Female,65-69,95,421250,65916
Female,65-69,96,421250,42450
Female,65-69,97,421250,26060
Female,65-69,98,421250,36889
Female,65-69,99,421250,33359
Female,65-69,100,421250,28551
Female,70-74,1,391378,54300
Female,70-74,2,391378,72857
Female,70-74,3,391378,43852
Female,70-74,4,391378,37299
Female,70-74,5,391378,12872
Female,70-74,6,391378,26959
Female,70-74,7,391378,57645
Female,70-74,8,391378,48406
Female,70-74,9,391378,31453
Female,70-74,10,391378,74440
Female,70-74,11,391378,54669
Female,70-74,12,391378,35551
Female,70-74,13,391378,37248
Female,70-74,14,391378,37800
Female,70-74,15,391378,42572
Female,70-74,16,391378,77643
Female,70-74,17,391378,20835
Female,70-74,18,391378,43575
Female,70-74,19,391378,51197
Female,70-74,20,391378,34200
Female,70-74,21,391378,51557
Female,70-74,22,391378,42868
Female,70-74,23,391378,53478
Female,70-74,24,391378,39658
Female,70-74,25,391378,64322
Female,70-74,26,391378,44598
Female,70-74,27,391378,46115
Female,70-74,28,391378,53608
Female,70-74,29,391378,108631
Female,70-74,30,391378,38545
Female,70-74,31,391378,53093
Female,70-74,32,391378,26950
Female,70-74,33,391378,98250
Female,70-74,34,391378,25973
Female,70-74,35,391378,34468
Female,70-74,36,391378,25343
Female,70-74,37,391378,27177
Female,70-74,38,391378,39123
Female,70-74,39,391378,28524
Female,70-74,40,391378,47085
Female,70-74,41,391378,51041
Female,70-74,42,391378,54268
Female,70-74,43,391378,113170
Female,70-74,44,391378,17315
Female,70-74,45,391378,41112
Female,70-74,46,391378,38383
Female,70-74,47,391378,47267
Female,70-74,48,391378,28338
Female,70-74,49,391378,57782
Female,70-74,50,391378,38082
Female,70-74,51,391378,59999
Female,70-74,52,391378,30670
Female,70-74,53,391378,21401
Female,70-74,54,391378,41516
Female,70-74,55,391378,26108
Female,70-74,56,391378,22076
Female,70-74,57,391378,35568
Female,70-74,58,391378,42015
Female,70-74,59,391378,21730
Female,70-74,60,391378,54375
Female,70-74,61,391378,50058
Female,70-74,62,391378,33954
Female,70-74,63,391378,44615
Female,70-74,64,391378,48973
Female,70-74,65,391378,25501
Female,70-74,66,391378,15231
Female,70-74,67,391378,39087
Female,70-74,68,391378,73113
Female,70-74,69,391378,84510
Female,70-74,70,391378,32238
Female,70-74,71,391378,32122
Female,70-74,72,391378,54233
Female,70-74,73,391378,44704
Female,70-74,74,391378,32515
Female,70-74,75,391378,61985
Female,70-74,76,391378,54551
Female,70-74,77,391378,54708
Female,70-74,78,391378,20436
Female,70-74,79,391378,18640
Female,70-74,80,391378,22309
Female,70-74,81,391378,52068
Female,70-74,82,391378,65566
Female,70-74,83,391378,64836
Female,70-74,84,391378,43779
Female,70-74,85,391378,124445
Female,70-74,86,391378,32939
Female,70-74,87,391378,39745
Female,70-74,88,391378,69504
Female,70-74,89,391378,18733
Female,70-74,90,391378,23718
Female,70-74,91,391378,28690
Female,70-74,92,391378,68540
Female,70-74,93,391378,51887
Female,70-74,94,391378,42494
Female,70-74,95,391378,67184
Female,70-74,96,391378,42886
Female,70-74,97,391378,29486
Female,70-74,98,391378,38921
Female,70-74,99,391378,34546
Female,70-74,100,391378,29305
Female,75-79,1,357348,57920
Female,75-79,2,357348,65100
Female,75-79,3,357348,51212
Female,75-79,4,357348,35953
Female,75-79,5,357348,13321
Female,75-79,6,357348,28193
Female,75-79,7,357348,58769
Female,75-79,8,357348,51004
Female,75-79,9,357348,33736
Female,75-79,10,357348,78345
Female,75-79,11,357348,53606
Female,75-79,12,357348,36512
Female,75-79,13,357348,39030
Female,75-79,14,357348,42990
Female,75-79,15,357348,45525
Female,75-79,16,357348,79607
Female,75-79,17,357348,25182
Female,75-79,18,357348,49163
Female,75-79,19,357348,53567
Female,75-79,20,357348,33500
Female,75-79,21,357348,56634
Female,75-79,22,357348,47082
Female,75-79,23,357348,53988
Female,75-79,24,357348,45777
Female,75-79,25,357348,68884
Female,75-79,26,357348,46505
Female,75-79,27,357348,47659
Female,75-79,28,357348,55874
Female,75-79,29,357348,102033
Female,75-79,30,357348,44340
Female,75-79,31,357348,53856
Female,75-79,32,357348,33621
Female,75-79,33,357348,101692
Female,75-79,34,357348,27187
Female,75-79,35,357348,37324
Female,75-79,36,357348,28775
Female,75-79,37,357348,27071
Female,75-79,38,357348,45838
Female,75-79,39,357348,29987
Female,75-79,40,357348,49215
Female,75-79,41,357348,52265
Female,75-79,42,357348,59756
Female,75-79,43,357348,114581
Female,75-79,44,357348,18631
Female,75-79,45,357348,42056
Female,75-79,46,357348,39456
Female,75-79,47,357348,46906
Female,75-79,48,357348,28530
Female,75-79,49,357348,57953
Female,75-79,50,357348,40304
Female,75-79,51,357348,70792
Female,75-79,52,357348,33287
Female,75-79,53,357348,22131
Female,75-79,54,357348,44317
Female,75-79,55,357348,27249
Female,75-79,56,357348,24130
Female,75-79,57,357348,35933
Female,75-79,58,357348,38975
Female,75-79,59,357348,27205
Female,75-79,60,357348,56920
Female,75-79,61,357348,51658
Female,75-79,62,357348,33293
Female,75-79,63,357348,47145
Female,75-79,64,357348,43915
Female,75-79,65,357348,25638
Female,75-79,66,357348,17357
Female,75-79,67,357348,37779
Female,75-79,68,357348,70215
Female,75-79,69,357348,87173
Female,75-79,70,357348,32435
Female,75-79,71,357348,35061
Female,75-79,72,357348,56669
Female,75-79,73,357348,41191
Female,75-79,74,357348,32779
Female,75-79,75,357348,63594
Female,75-79,76,357348,52484
Female,75-79,77,357348,57800
Female,75-79,78,357348,24728
Female,75-79,79,357348,20073
Female,75-79,80,357348,21952
Female,75-79,81,357348,55448
Female,75-79,82,357348,68999
Female,75-79,83,357348,65487
Female,75-79,84,357348,49877
Female,75-79,85,357348,125465
Female,75-79,86,357348,33295
Female,75-79,87,357348,42962
Female,75-79,88,357348,69433
Female,75-79,89,357348,23337
Female,75-79,90,357348,28539
Female,75-79,91,357348,29035
Female,75-79,92,357348,70273
Female,75-79,93,357348,57256
Female,75-79,94,357348,45370
Female,75-79,95,357348,70107
Female,75-79,96,357348,43759
Female,75-79,97,357348,35308
Female,75-79,98,357348,44328
Female,75-79,99,357348,35894
Female,75-79,100,357348,31707
Female,80-84,1,318234,60235
Female,80-84,2,318234,58586
Female,80-84,3,318234,56997
Female,80-84,4,318234,34111
Female,80-84,5,318234,13479
Female,80-84,6,318234,28772
Female,80-84,7,318234,57201
Female,80-84,8,318234,51162
Female,80-84,9,318234,35029
Female,80-84,10,318234,79443
Female,80-84,11,318234,49530
Female,80-84,12,318234,36079
Female,80-84,13,318234,38586
Female,80-84,14,318234,51041
Female,80-84,15,318234,45774
Female,80-84,16,318234,73079
Female,80-84,17,318234,29486
Female,80-84,18,318234,54771
Female,80-84,19,318234,53517
Female,80-84,20,318234,31097
Female,80-84,21,318234,62051
Female,80-84,22,318234,46924
Female,80-84,23,318234,51377
Female,80-84,24,318234,49999
Female,80-84,25,318234,70661
Female,80-84,26,318234,46668
Female,80-84,27,318234,46294
Female,80-84,28,318234,54140
Female,80-84,29,318234,93731
Female,80-84,30,318234,47010
Female,80-84,31,318234,54451
Female,80-84,32,318234,39405
Female,80-84,33,318234,103927
Female,80-84,34,318234,27277
Female,80-84,35,318234,38168
Female,80-84,36,318234,29173
Female,80-84,37,318234,25439
Female,80-84,38,318234,51154
Female,80-84,39,318234,29511
Female,80-84,40,318234,49334
Female,80-84,41,318234,51312
Female,80-84,42,318234,62427
Female,80-84,43,318234,111715
Female,80-84,44,318234,18223
Female,80-84,45,318234,40947
Female,80-84,46,318234,39046
Female,80-84,47,318234,45292
Female,80-84,48,318234,28976
Female,80-84,49,318234,53877
Female,80-84,50,318234,40916
Female,80-84,51,318234,80745
Female,80-84,52,318234,35162
Female,80-84,53,318234,22199
Female,80-84,54,318234,46648
Female,80-84,55,318234,27145
Female,80-84,56,318234,26325
Female,80-84,57,318234,33461
Female,80-84,58,318234,34798
Female,80-84,59,318234,33092
Female,80-84,60,318234,58187
Female,80-84,61,318234,53411
Female,80-84,62,318234,30235
Female,80-84,63,318234,47200
Female,80-84,64,318234,39181
Female,80-84,65,318234,24149
Female,80-84,66,318234,18083
Female,80-84,67,318234,36032
Female,80-84,68,318234,64912
Female,80-84,69,318234,86163
Female,80-84,70,318234,31303
Female,80-84,71,318234,38923
Female,80-84,72,318234,58217
Female,80-84,73,318234,38906
Female,80-84,74,318234,32674
Female,80-84,75,318234,63604
Female,80-84,76,318234,48609
Female,80-84,77,318234,56971
Female,80-84,78,318234,27940
Female,80-84,79,318234,20594
Female,80-84,80,318234,20489
Female,80-84,81,318234,55989
Female,80-84,82,318234,69614
Female,80-84,83,318234,64279
Female,80-84,84,318234,55230
Female,80-84,85,318234,125845
Female,80-84,86,318234,34397
Female,80-84,87,318234,45340
Female,80-84,88,318234,67810
Female,80-84,89,318234,28153
Female,80-84,90,318234,33188
Female,80-84,91,318234,27595
Female,80-84,92,318234,75373
Female,80-84,93,318234,59773
Female,80-84,94,318234,47127
Female,80-84,95,318234,70081
Female,80-84,96,318234,42682
Female,80-84,97,318234,41094
Female,80-84,98,318234,48412
Female,80-84,99,318234,34231
Female,80-84,100,318234,32554
Female,85-89,1,252813,52501
Female,85-89,2,252813,44224
Female,85-89,3,252813,50750
Female,85-89,4,252813,27571
Female,85-89,5,252813,11172
Female,85-89,6,252813,24167
Female,85-89,7,252813,45073
Female,85-89,8,252813,42269
Female,85-89,9,252813,27353
Female,85-89,10,252813,64452
Female,85-89,11,252813,37234
Female,85-89,12,252813,29328
Female,85-89,13,252813,31013
Female,85-89,14,252813,50082
Female,85-89,15,252813,36615
Female,85-89,16,252813,52841
Female,85-89,17,252813,27963
Female,85-89,18,252813,49570
Female,85-89,19,252813,43495
Female,85-89,20,252813,24004
Female,85-89,21,252813,57157
Female,85-89,22,252813,38064
Female,85-89,23,252813,40469
Female,85-89,24,252813,45041
Female,85-89,25,252813,58391
Female,85-89,26,252813,37883
Female,85-89,27,252813,36890
Female,85-89,28,252813,41047
Female,85-89,29,252813,72774
Female,85-89,30,252813,40361
Female,85-89,31,252813,45230
Female,85-89,32,252813,36381
Female,85-89,33,252813,90761
Female,85-89,34,252813,22769
Female,85-89,35,252813,30880
Female,85-89,36,252813,24333
Female,85-89,37,252813,19700
Female,85-89,38,252813,46377
Female,85-89,39,252813,23987
Female,85-89,40,252813,40698
Female,85-89,41,252813,40117
Female,85-89,42,252813,53628
Female,85-89,43,252813,89473
Female,85-89,44,252813,14721
Female,85-89,45,252813,30988
Female,85-89,46,252813,32594
Female,85-89,47,252813,37505
Female,85-89,48,252813,24677
Female,85-89,49,252813,39482
Female,85-89,50,252813,34578
Female,85-89,51,252813,75421
Female,85-89,52,252813,30808
Female,85-89,53,252813,19160
Female,85-89,54,252813,40529
Female,85-89,55,252813,22523
Female,85-89,56,252813,23517
Female,85-89,57,252813,25051
Female,85-89,58,252813,25501
Female,85-89,59,252813,31755
Female,85-89,60,252813,48340
Female,85-89,61,252813,46740
Female,85-89,62,252813,22092
Female,85-89,63,252813,39175
Female,85-89,64,252813,29611
Female,85-89,65,252813,17778
Female,85-89,66,252813,15048
Female,85-89,67,252813,28511
Female,85-89,68,252813,50023
Female,85-89,69,252813,68400
Female,85-89,70,252813,25007
Female,85-89,71,252813,33814
Female,85-89,72,252813,47949
Female,85-89,73,252813,30602
Female,85-89,74,252813,27039
Female,85-89,75,252813,51482
Female,85-89,76,252813,36346
Female,85-89,77,252813,45912
Female,85-89,78,252813,26396
Female,85-89,79,252813,16470
Female,85-89,80,252813,15589
Female,85-89,81,252813,47487
Female,85-89,82,252813,57206
Female,85-89,83,252813,51927
Female,85-89,84,252813,49402
Female,85-89,85,252813,106359
Female,85-89,86,252813,29974
Female,85-89,87,252813,39524
Female,85-89,88,252813,53490
Female,85-89,89,252813,26041
Female,85-89,90,252813,31334
Female,85-89,91,252813,21501
Female,85-89,92,252813,68588
Female,85-89,93,252813,51243
Female,85-89,94,252813,40203
Female,85-89,95,252813,58250
Female,85-89,96,252813,33669
Female,85-89,97,252813,38557
Female,85-89,98,252813,42796
Female,85-89,99,252813,26505
Female,85-89,100,252813,26897
Female,90,1,151966,37674
Female,90,2,151966,27672
Female,90,3,151966,36731
Female,90,4,151966,18925
Female,90,5,151966,7401
Female,90,6,151966,16921
Female,90,7,151966,27858
Female,90,8,151966,28470
Female,90,9,151966,15978
Female,90,10,151966,41848
Female,90,11,151966,21398
Female,90,12,151966,20097
Female,90,13,151966,19250
Female,90,14,151966,40377
Female,90,15,151966,23248
Female,90,16,151966,27814
Female,90,17,151966,21213
Female,90,18,151966,35794
Female,90,19,151966,29285
Female,90,20,151966,14665
Female,90,21,151966,43197
Female,90,22,151966,25480
Female,90,23,151966,25448
Female,90,24,151966,31531
Female,90,25,151966,37845
Female,90,26,151966,23553
Female,90,27,151966,22728
Female,90,28,151966,24082
Female,90,29,151966,45572
Female,90,30,151966,27885
Female,90,31,151966,30772
Female,90,32,151966,26276
Female,90,33,151966,65221
Female,90,34,151966,15843
Female,90,35,151966,19540
Female,90,36,151966,16441
Female,90,37,151966,12917
Female,90,38,151966,33590
Female,90,39,151966,15508
Female,90,40,151966,26958
Female,90,41,151966,24793
Female,90,42,151966,36070
Female,90,43,151966,55959
Female,90,44,151966,9390
Female,90,45,151966,17701
Female,90,46,151966,21369
Female,90,47,151966,25856
Female,90,48,151966,17398
Female,90,49,151966,22008
Female,90,50,151966,23253
Female,90,51,151966,56720
Female,90,52,151966,23071
Female,90,53,151966,14022
Female,90,54,151966,27985
Female,90,55,151966,16598
Female,90,56,151966,17165
